Content ID,Content Type,Category,Reaction Type,Sentiment,Score,Datetime,,category,sum,,,,
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,super love,positive,75,8/18/2020 20:29,,,,,,,
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,scared,negative,15,2/18/2021 12:21,,,,,,,
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,love,positive,65,9/5/2020 17:18,,,,,,,
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,dislike,negative,10,1/9/2021 5:34,,,,,,,
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,like,positive,50,3/14/2021 1:52,,,,,,,
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,hate,negative,5,10/27/2020 13:09,,,,,,,
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,intrigued,positive,45,10/9/2020 18:49,,,,,,,
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,indifferent,neutral,20,4/16/2021 17:35,,,,,,,
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,want,positive,70,9/12/2020 11:38,,,,,,,
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,dislike,negative,10,3/29/2021 0:56,,,,,,,
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,adore,positive,72,11/13/2020 5:25,,,,,,,
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,intrigued,positive,45,8/26/2020 4:52,,,,,,,
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,hate,negative,5,8/12/2020 0:45,,,,,,,
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,hate,negative,5,2/28/2021 0:45,,,,,,,
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,scared,negative,15,1/15/2021 7:43,,,,,,,
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,scared,negative,15,11/27/2020 0:57,,,,,,,
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,peeking,neutral,35,1/31/2021 17:48,,,,,,,
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,intrigued,positive,45,11/28/2020 22:18,,,,,,,
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,disgust,negative,0,3/21/2021 5:38,,,,,,,
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,worried,negative,12,1/28/2021 17:51,,,,,,,
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,worried,negative,12,10/19/2020 1:00,,,,,,,
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,scared,negative,15,2/17/2021 8:10,,,,,,,
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,dislike,negative,10,1/3/2021 15:08,,,,,,,
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,cherish,positive,70,9/29/2020 23:57,,,,,,,
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,worried,negative,12,6/9/2021 0:56,,,,,,,
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,dislike,negative,10,7/24/2020 18:15,,,,,,,
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,cherish,positive,70,8/26/2020 0:16,,,,,,,
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,super love,positive,75,8/8/2020 12:55,,,,,,,
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,interested,positive,30,3/17/2021 16:10,,,,,,,
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,cherish,positive,70,6/8/2021 11:04,,,,,,,
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,dislike,negative,10,12/28/2020 14:09,,,,,,,
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,heart,positive,60,7/5/2020 16:53,,,,,,,
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,love,positive,65,1/10/2021 19:40,,,,,,,
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,adore,positive,72,3/16/2021 1:35,,,,,,,
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,heart,positive,60,11/28/2020 15:28,,,,,,,
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,interested,positive,30,11/7/2020 2:14,,,,,,,
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,dislike,negative,10,8/27/2020 18:14,,,,,,,
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,dislike,negative,10,7/3/2020 22:29,,,,,,,
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,hate,negative,5,1/24/2021 2:11,,,,,,,
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,dislike,negative,10,10/2/2020 20:06,,,,,,,
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,heart,positive,60,5/11/2021 9:55,,,,,,,
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,worried,negative,12,6/18/2021 5:33,,,,,,,
678dd299-afc6-4e35-890d-38a016cfdeff,video,public speaking,adore,positive,72,3/23/2021 23:56,,,,,,,
678dd299-afc6-4e35-890d-38a016cfdeff,video,public speaking,hate,negative,5,2/24/2021 9:30,,,,,,,
678dd299-afc6-4e35-890d-38a016cfdeff,video,public speaking,adore,positive,72,9/7/2020 23:47,,,,,,,
678dd299-afc6-4e35-890d-38a016cfdeff,video,public speaking,indifferent,neutral,20,12/28/2020 14:04,,,,,,,
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,like,positive,50,8/1/2020 5:27,,,,,,,
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,super love,positive,75,8/1/2020 14:45,,,,,,,
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,want,positive,70,10/8/2020 22:55,,,,,,,
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,want,positive,70,9/24/2020 6:42,,,,,,,
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,dislike,negative,10,5/15/2021 16:49,,,,,,,
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,heart,positive,60,7/6/2020 8:29,,,,,,,
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,peeking,neutral,35,4/2/2021 22:33,,,,,,,
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,cherish,positive,70,2/6/2021 8:09,,,,,,,
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,want,positive,70,6/12/2021 19:18,,,,,,,
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,hate,negative,5,4/14/2021 23:36,,,,,,,
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,like,positive,50,1/24/2021 16:20,,,,,,,
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,interested,positive,30,11/3/2020 21:01,,,,,,,
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,heart,positive,60,8/28/2020 5:28,,,,,,,
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,super love,positive,75,6/24/2020 2:02,,,,,,,
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,peeking,neutral,35,11/20/2020 9:05,,,,,,,
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,indifferent,neutral,20,9/25/2020 10:17,,,,,,,
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,scared,negative,15,11/17/2020 4:58,,,,,,,
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,adore,positive,72,5/23/2021 22:47,,,,,,,
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,indifferent,neutral,20,11/1/2020 6:50,,,,,,,
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,worried,negative,12,1/12/2021 13:52,,,,,,,
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,adore,positive,72,3/25/2021 15:22,,,,,,,
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,peeking,neutral,35,6/22/2020 0:51,,,,,,,
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,love,positive,65,2/19/2021 0:07,,,,,,,
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,heart,positive,60,7/10/2020 8:13,,,,,,,
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,heart,positive,60,10/1/2020 13:56,,,,,,,
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,intrigued,positive,45,1/10/2021 9:10,,,,,,,
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,disgust,negative,0,4/5/2021 19:56,,,,,,,
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,indifferent,neutral,20,11/15/2020 3:55,,,,,,,
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,intrigued,positive,45,1/19/2021 16:38,,,,,,,
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,dislike,negative,10,10/23/2020 19:44,,,,,,,
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,adore,positive,72,5/23/2021 14:08,,,,,,,
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,scared,negative,15,6/3/2021 15:39,,,,,,,
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,interested,positive,30,12/13/2020 2:50,,,,,,,
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,like,positive,50,6/6/2021 16:17,,,,,,,
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,dislike,negative,10,2/17/2021 13:51,,,,,,,
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,worried,negative,12,10/29/2020 5:19,,,,,,,
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,peeking,neutral,35,12/20/2020 23:08,,,,,,,
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,dislike,negative,10,1/7/2021 1:04,,,,,,,
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,hate,negative,5,6/24/2020 16:51,,,,,,,
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,love,positive,65,8/5/2020 7:08,,,,,,,
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,adore,positive,72,5/21/2021 0:29,,,,,,,
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,interested,positive,30,4/5/2021 16:31,,,,,,,
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,hate,negative,5,11/15/2020 11:42,,,,,,,
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,hate,negative,5,4/18/2021 9:19,,,,,,,
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,peeking,neutral,35,4/21/2021 6:04,,,,,,,
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,peeking,neutral,35,10/1/2020 5:03,,,,,,,
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,dislike,negative,10,1/11/2021 17:13,,,,,,,
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,heart,positive,60,11/23/2020 4:21,,,,,,,
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,peeking,neutral,35,4/5/2021 7:52,,,,,,,
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,cherish,positive,70,3/14/2021 1:17,,,,,,,
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,interested,positive,30,12/25/2020 0:23,,,,,,,
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,hate,negative,5,9/15/2020 22:44,,,,,,,
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,intrigued,positive,45,6/1/2021 17:32,,,,,,,
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,adore,positive,72,9/3/2020 19:27,,,,,,,
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,worried,negative,12,4/10/2021 5:23,,,,,,,
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,dislike,negative,10,1/7/2021 6:05,,,,,,,
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,cherish,positive,70,12/30/2020 1:12,,,,,,,
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,love,positive,65,12/18/2020 21:07,,,,,,,
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,peeking,neutral,35,3/11/2021 16:07,,,,,,,
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,worried,negative,12,4/26/2021 1:06,,,,,,,
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,indifferent,neutral,20,6/7/2021 1:09,,,,,,,
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,like,positive,50,11/11/2020 8:34,,,,,,,
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,heart,positive,60,11/2/2020 21:01,,,,,,,
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,love,positive,65,7/20/2020 11:42,,,,,,,
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,love,positive,65,1/27/2021 20:02,,,,,,,
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,hate,negative,5,5/28/2021 9:40,,,,,,,
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,love,positive,65,4/15/2021 7:21,,,,,,,
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,super love,positive,75,4/28/2021 14:02,,,,,,,
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,cherish,positive,70,6/23/2020 14:36,,,,,,,
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,like,positive,50,12/5/2020 5:26,,,,,,,
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,worried,negative,12,7/5/2020 17:19,,,,,,,
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,heart,positive,60,8/29/2020 19:47,,,,,,,
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,disgust,negative,0,9/9/2020 17:08,,,,,,,
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,peeking,neutral,35,12/16/2020 9:32,,,,,,,
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,indifferent,neutral,20,5/8/2021 11:48,,,,,,,
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,love,positive,65,5/27/2021 10:29,,,,,,,
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,interested,positive,30,3/7/2021 0:41,,,,,,,
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,super love,positive,75,3/19/2021 19:12,,,,,,,
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,hate,negative,5,8/30/2020 0:21,,,,,,,
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,scared,negative,15,8/3/2020 6:48,,,,,,,
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,want,positive,70,1/4/2021 4:26,,,,,,,
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,indifferent,neutral,20,9/29/2020 18:34,,,,,,,
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,love,positive,65,11/25/2020 17:42,,,,,,,
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,hate,negative,5,7/22/2020 15:44,,,,,,,
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,disgust,negative,0,11/20/2020 19:40,,,,,,,
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,peeking,neutral,35,4/8/2021 16:05,,,,,,,
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,dislike,negative,10,1/30/2021 17:15,,,,,,,
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,love,positive,65,8/5/2020 9:16,,,,,,,
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,heart,positive,60,5/6/2021 8:40,,,,,,,
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,hate,negative,5,7/12/2020 11:54,,,,,,,
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,super love,positive,75,9/18/2020 14:12,,,,,,,
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,want,positive,70,3/9/2021 9:03,,,,,,,
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,scared,negative,15,5/24/2021 13:30,,,,,,,
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,worried,negative,12,10/31/2020 3:03,,,,,,,
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,intrigued,positive,45,7/30/2020 9:59,,,,,,,
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,scared,negative,15,4/27/2021 11:29,,,,,,,
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,peeking,neutral,35,9/15/2020 16:41,,,,,,,
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,worried,negative,12,2/1/2021 14:25,,,,,,,
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,disgust,negative,0,12/23/2020 3:39,,,,,,,
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,super love,positive,75,9/7/2020 0:00,,,,,,,
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,interested,positive,30,9/9/2020 19:59,,,,,,,
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,interested,positive,30,3/17/2021 5:18,,,,,,,
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,love,positive,65,10/25/2020 0:37,,,,,,,
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,cherish,positive,70,1/22/2021 1:43,,,,,,,
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,indifferent,neutral,20,11/27/2020 13:02,,,,,,,
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,super love,positive,75,9/10/2020 21:20,,,,,,,
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,super love,positive,75,5/16/2021 4:22,,,,,,,
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,worried,negative,12,1/3/2021 22:37,,,,,,,
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,want,positive,70,10/8/2020 9:46,,,,,,,
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,cherish,positive,70,8/22/2020 11:31,,,,,,,
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,heart,positive,60,5/22/2021 0:06,,,,,,,
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,dislike,negative,10,9/11/2020 10:49,,,,,,,
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,intrigued,positive,45,12/26/2020 2:36,,,,,,,
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,worried,negative,12,11/19/2020 19:03,,,,,,,
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,peeking,neutral,35,3/14/2021 19:09,,,,,,,
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,love,positive,65,2/12/2021 0:41,,,,,,,
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,intrigued,positive,45,10/7/2020 19:43,,,,,,,
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,disgust,negative,0,4/2/2021 23:58,,,,,,,
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,peeking,neutral,35,9/13/2020 3:12,,,,,,,
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,like,positive,50,2/21/2021 14:01,,,,,,,
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,hate,negative,5,4/2/2021 8:00,,,,,,,
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,dislike,negative,10,11/11/2020 22:16,,,,,,,
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,cherish,positive,70,5/19/2021 0:24,,,,,,,
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,hate,negative,5,5/18/2021 8:02,,,,,,,
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,hate,negative,5,12/13/2020 23:45,,,,,,,
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,adore,positive,72,10/12/2020 8:51,,,,,,,
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,worried,negative,12,3/8/2021 8:54,,,,,,,
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,interested,positive,30,4/4/2021 15:29,,,,,,,
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,disgust,negative,0,8/25/2020 15:24,,,,,,,
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,like,positive,50,8/16/2020 18:35,,,,,,,
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,want,positive,70,10/11/2020 14:49,,,,,,,
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,worried,negative,12,10/18/2020 18:10,,,,,,,
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,worried,negative,12,3/13/2021 7:48,,,,,,,
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,disgust,negative,0,8/15/2020 10:39,,,,,,,
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,like,positive,50,2/9/2021 21:34,,,,,,,
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,cherish,positive,70,6/4/2021 4:48,,,,,,,
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,scared,negative,15,4/13/2021 2:34,,,,,,,
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,indifferent,neutral,20,6/19/2020 6:42,,,,,,,
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,intrigued,positive,45,5/28/2021 1:02,,,,,,,
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,like,positive,50,1/13/2021 8:24,,,,,,,
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,dislike,negative,10,11/14/2020 20:26,,,,,,,
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,peeking,neutral,35,9/14/2020 3:08,,,,,,,
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,adore,positive,72,6/8/2021 13:35,,,,,,,
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,heart,positive,60,12/4/2020 21:00,,,,,,,
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,heart,positive,60,7/25/2020 23:28,,,,,,,
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,super love,positive,75,3/24/2021 9:27,,,,,,,
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,worried,negative,12,10/17/2020 11:54,,,,,,,
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,adore,positive,72,3/26/2021 16:11,,,,,,,
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,adore,positive,72,3/5/2021 18:07,,,,,,,
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,heart,positive,60,7/11/2020 13:07,,,,,,,
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,cherish,positive,70,10/29/2020 7:05,,,,,,,
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,want,positive,70,2/5/2021 22:26,,,,,,,
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,hate,negative,5,6/14/2021 9:29,,,,,,,
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,like,positive,50,11/30/2020 8:06,,,,,,,
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,want,positive,70,6/20/2020 12:43,,,,,,,
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,want,positive,70,2/6/2021 4:41,,,,,,,
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,interested,positive,30,7/27/2020 8:31,,,,,,,
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,scared,negative,15,7/9/2020 3:53,,,,,,,
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,love,positive,65,7/2/2020 18:53,,,,,,,
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,cherish,positive,70,6/17/2021 23:11,,,,,,,
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,peeking,neutral,35,2/18/2021 11:59,,,,,,,
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,dislike,negative,10,7/4/2020 15:38,,,,,,,
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,super love,positive,75,12/12/2020 3:40,,,,,,,
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,scared,negative,15,3/7/2021 17:01,,,,,,,
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,peeking,neutral,35,11/18/2020 13:46,,,,,,,
693b5f91-52b1-4464-916c-91adccbec996,photo,culture,want,positive,70,8/18/2020 16:48,,,,,,,
4898f7e1-1431-4e9c-a444-dbea02d58f85,GIF,food,want,positive,70,6/5/2021 18:01,,,,,,,
4898f7e1-1431-4e9c-a444-dbea02d58f85,GIF,food,like,positive,50,8/8/2020 23:46,,,,,,,
4898f7e1-1431-4e9c-a444-dbea02d58f85,GIF,food,heart,positive,60,6/14/2021 2:15,,,,,,,
4898f7e1-1431-4e9c-a444-dbea02d58f85,GIF,food,hate,negative,5,3/12/2021 1:26,,,,,,,
4898f7e1-1431-4e9c-a444-dbea02d58f85,GIF,food,super love,positive,75,3/18/2021 9:26,,,,,,,
4898f7e1-1431-4e9c-a444-dbea02d58f85,GIF,food,hate,negative,5,5/6/2021 1:34,,,,,,,
4898f7e1-1431-4e9c-a444-dbea02d58f85,GIF,food,intrigued,positive,45,11/1/2020 23:23,,,,,,,
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,video,studying,worried,negative,12,6/28/2020 15:26,,,,,,,
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,video,studying,interested,positive,30,5/11/2021 3:32,,,,,,,
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,video,studying,want,positive,70,3/29/2021 19:19,,,,,,,
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,video,studying,love,positive,65,6/6/2021 12:03,,,,,,,
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,video,studying,indifferent,neutral,20,8/31/2020 11:48,,,,,,,
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,video,studying,scared,negative,15,10/21/2020 13:20,,,,,,,
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,video,studying,cherish,positive,70,9/26/2020 1:39,,,,,,,
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,video,studying,intrigued,positive,45,1/2/2021 18:34,,,,,,,
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,video,studying,scared,negative,15,1/23/2021 14:17,,,,,,,
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,video,studying,cherish,positive,70,10/17/2020 21:03,,,,,,,
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,video,studying,want,positive,70,1/27/2021 13:29,,,,,,,
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,video,studying,want,positive,70,6/18/2020 16:46,,,,,,,
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,video,studying,scared,negative,15,10/11/2020 21:49,,,,,,,
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,video,studying,worried,negative,12,10/18/2020 9:08,,,,,,,
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,video,studying,adore,positive,72,5/23/2021 20:07,,,,,,,
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,video,studying,dislike,negative,10,9/21/2020 7:20,,,,,,,
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,video,studying,intrigued,positive,45,7/13/2020 14:59,,,,,,,
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,video,studying,disgust,negative,0,9/11/2020 14:39,,,,,,,
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,video,studying,interested,positive,30,1/15/2021 1:08,,,,,,,
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,video,studying,indifferent,neutral,20,11/4/2020 12:40,,,,,,,
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,video,studying,indifferent,neutral,20,10/30/2020 13:21,,,,,,,
